Score	CPUt	H_en	H_EN	H_wg	H_IWG	H_EWG	H_ptc	H_PTC	H_ci	H_CI	H_hh	H_HH	H_PH	kappa_WGen	kappa_CNen	kappa_CNwg	kappa_CIwg	kappa_WGwg	kappa_CNptc	kappa_CIptc	kappa_Bci	kappa_ENci	kappa_ENhh	kappa_CNhh	kappa_PTCCI	kappa_PTCHH	nu_CNen	nu_CNwg	nu_CIwg	nu_WGwg	nu_WGen	nu_CNptc	nu_CIptc	nu_Bci	nu_ENci	nu_ENhh	nu_CNhh	nu_PTCCI	alpha_CIwg	alpha_WGwg	r_ExoWG	r_EndoWG	r_MxferWG	r_LMxferWG	r_LMxferPTC	r_LMxferHH	C_CI	PTC_0	HH_0
0.0352325	452.948	55.078	49.9389	87.2084	17.1073	39.2486	44.4645	18.8895	56.9621	64.8381	92.7279	78.5616	91.1904	0.033461	0.0305078	0.00944075	0.291311	0.0348171	0.773238	0.376656	0.0159857	0.0435257	0.363908	0.179404	0.00350966	0.394196	5.78549	3.85538	9.96934	3.75034	2.75955	7.1141	7.95987	9.87192	6.7354	3.0727	2.1557	2.31372	3.51282	2.84382	0.0974969	0.00419696	0.00105022	0.00160859	0.364285	0.154208	0.0719989	53.3004	54.493
0.0352368	477.926	28.0386	45.4585	24.3585	83.8017	16.6607	21.4226	64.316	98.6647	59.7767	50.9017	15.9831	95.446	0.641601	0.0658895	0.00936293	0.549004	0.00322218	0.0628145	0.0362637	0.8969	0.102446	0.00382931	0.0118709	0.130257	0.115697	1.77368	6.66296	6.95895	8.20988	9.44559	5.36465	4.68529	7.13208	7.40288	2.0051	8.50688	9.28199	2.3313	6.70177	0.513896	0.0014747	0.00953116	0.398687	0.0204941	0.60172	0.587523	319.989	1.54936
0.0354166	636.116	59.9056	43.7693	86.8746	76.167	69.9397	24.6668	56.6506	99.5315	47.2333	49.8495	59.1171	55.2614	0.0816968	0.0133199	0.00841489	0.00115923	0.0105228	0.249022	0.216326	0.881097	0.0121418	0.689066	0.00275385	0.00120505	0.722333	4.99381	3.19372	4.39602	3.9184	9.42191	3.27788	5.31546	8.4499	5.6556	3.56039	3.76646	9.87289	1.01066	6.91773	0.803073	0.00331203	0.00487983	0.0256745	0.0732907	0.0140715	0.736796	13.8601	1.40617
0.0356568	130.434	18.7238	35.2265	42.3739	69.0508	48.8787	93.0482	75.4943	57.6256	77.6724	36.3688	71.4402	65.7474	0.00395092	0.0214913	0.160141	0.0305999	0.189044	0.335932	0.454623	0.284046	0.0100684	0.00186356	0.00223123	0.0563572	0.00131011	9.68876	5.79961	5.82141	7.9363	9.10086	8.20506	7.06417	8.04977	8.46045	9.52446	3.50123	2.60053	1.0971	2.55745	0.00979864	0.00181803	0.360428	0.540697	0.0116152	0.223452	0.398467	1.00348	4.01455
0.0357918	313.705	61.1591	7.40384	60.3377	24.3392	8.0477	42.2561	95.5142	31.4945	38.2832	50.8982	43.3364	96.4939	0.0176776	0.0094187	0.0172394	0.341444	0.181064	0.171667	0.0018997	0.0671091	0.0105728	0.00136283	0.0163258	0.026042	0.755519	6.5986	2.45342	1.76824	9.78959	6.48443	3.45697	2.51938	2.27479	2.73562	8.27423	2.88087	1.33883	8.07412	2.5805	0.295532	0.44536	0.010587	0.0623883	0.0106342	0.00128389	0.0778942	211.287	59.4583
0.0359646	622.77	37.2681	25.9356	74.9789	69.2205	23.6684	77.7469	94.7163	24.8997	48.4842	88.3295	92.446	57.5897	0.0306593	0.0131985	0.00157057	0.798579	0.274995	0.678301	0.761597	0.292635	0.112639	0.0139752	0.00734213	0.13011	0.00158865	7.74835	9.73119	4.60696	7.09674	8.70155	4.35935	4.98548	6.79711	8.93331	9.79005	2.88246	6.50706	1.10032	2.52047	0.00730615	0.219655	0.00985106	0.0159596	0.00778974	0.00633449	0.768465	6.58095	1.29341
0.0360016	380.028	76.0808	16.4865	78.1405	94.9636	27.095	89.3747	6.43171	94.5429	59.885	24.3982	88.3654	28.7542	0.00115836	0.00632729	0.00410079	0.527376	0.325527	0.599357	0.110725	0.0516379	0.0277353	0.0650802	0.00565645	0.42459	0.00356141	6.88116	2.5695	8.73579	5.41456	4.02561	1.95201	9.60027	4.95382	9.31302	7.70035	8.14899	7.70513	3.56874	2.55307	0.00107864	0.0949458	0.00541228	0.00392789	0.00453506	0.00730335	0.0243797	61.4775	563.861
0.0367369	439.276	93.921	68.3625	65.4856	11.9319	10.7595	23.1112	86.4648	73.8234	99.0375	88.0808	77.0944	43.562	0.037231	0.00358753	0.0011114	0.705505	0.0645867	0.176081	0.0198678	0.001305	0.00120885	0.00110166	0.00291293	0.0398998	0.0762047	8.80186	4.72732	9.54547	3.99183	5.57973	5.96291	8.52182	7.58892	6.58702	3.57848	7.82337	8.35224	7.49101	2.66734	0.0106345	0.00302017	0.00350828	0.00259803	0.277333	0.0398577	0.813085	329.547	27.098
0.0371354	211.424	83.6971	16.2887	35.301	44.2796	7.15284	7.41041	95.5225	71.4496	21.1189	21.6202	26.7727	81.7572	0.267772	0.0287522	0.00242854	0.0745391	0.022722	0.437155	0.00818171	0.237054	0.0418033	0.0671288	0.133617	0.00654541	0.00102602	8.14449	4.18247	5.26104	5.68125	4.0474	8.66837	1.02107	5.03964	5.29613	5.98025	1.14925	4.60739	6.75416	3.54849	0.504133	0.00174294	0.304414	0.165526	0.0630585	0.398396	0.0893137	125.728	214
0.0384187	306.411	18.877	85.2656	48.7623	29.702	30.0916	36.5139	76.782	36.7376	36.0884	68.581	41.3804	32.3979	0.289602	0.00984912	0.00115543	0.448506	0.00675666	0.0769775	0.333517	0.00112497	0.0148725	0.00252255	0.00514117	0.00567611	0.0591004	3.84235	8.86982	8.33818	2.94734	2.95269	5.98767	2.36934	5.64731	7.02715	3.05892	8.39882	9.67167	1.59407	2.59286	0.596616	0.00526277	0.00515	0.0933607	0.0601299	0.167493	0.0613239	1.14743	517.628
0.0390813	709.514	13.6504	11.8297	65.7459	22.2031	59.0822	33.0001	52.1047	70.1021	62.9505	44.7136	90.2459	95.2644	0.0211406	0.0735903	0.0130587	0.0365711	0.0698172	0.260792	0.113731	0.0139342	0.192949	0.171371	0.00784758	0.0098768	0.00316991	4.09444	2.58918	2.43051	2.5925	2.61174	8.06218	2.21801	2.03738	5.78723	3.31888	2.47534	1.18348	4.50083	5.75588	0.927579	0.0176875	0.00675909	0.00196128	0.0012505	0.102427	0.520373	424.6	6.45022
0.0391375	381.69	81.0505	8.06338	42.8195	56.1223	24.584	92.345	43.6218	38.4446	75.0297	81.0211	85.3002	21.2772	0.0192863	0.00394689	0.00274863	0.0623666	0.0819229	0.00878206	0.00116152	0.0619936	0.0246573	0.544037	0.00916108	0.00774789	0.09591	1.72854	7.27746	2.09156	7.66679	1.1856	7.04049	9.63303	3.4734	6.11913	8.50618	7.14052	9.22249	8.12588	5.22555	0.0087097	0.00983211	0.00477711	0.137211	0.282441	0.00396251	0.350954	791.032	310.632
0.0393128	218.824	43.9417	40.7596	53.001	66.9555	77.1442	86.2153	18.1139	35.4157	22.417	36.664	39.925	86.1773	0.628683	0.00200986	0.00728686	0.573529	0.310665	0.0240369	0.525466	0.0139059	0.00949775	0.0488079	0.00295077	0.0462851	0.00431043	7.44313	2.4773	8.84476	6.65607	9.99944	2.16291	6.77921	3.33907	6.9451	8.24729	9.78864	8.10863	4.08433	8.33195	0.0709187	0.0312073	0.00941153	0.00164713	0.00380645	0.00459959	0.0613086	437.255	14.5022
0.0398311	231.621	15.345	6.57736	21.8176	34.6309	62.0761	26.9527	55.001	28.6781	5.35768	35.0549	71.6755	5.86246	0.361428	0.0109195	0.00104624	0.0598359	0.164752	0.00169567	0.00228689	0.00751833	0.0054755	0.13094	0.00339337	0.00250278	0.00175179	3.12759	7.08036	2.70775	9.39723	6.37475	3.70348	5.03581	1.20324	5.78851	7.64336	6.7251	5.75206	5.32767	3.32571	0.0027459	0.00388401	0.278318	0.00373152	0.26185	0.842771	0.0788101	1.03344	29.7096
0.0403982	476.562	98.7108	13.2833	29.1858	23.7289	72.0138	27.5943	39.9686	76.689	64.9501	60.9858	51.8787	51.0206	0.143787	0.00171467	0.0165715	0.593622	0.13371	0.591928	0.770309	0.198249	0.01032	0.0405362	0.00202088	0.0153844	0.0044059	7.58225	7.40431	5.76242	6.79427	6.50638	5.66922	3.35705	7.54372	3.9696	8.16674	7.88598	9.53354	1.92127	2.07861	0.00883066	0.00508865	0.00142107	0.00127736	0.14836	0.822342	0.0640171	1.71971	127.528
0.0408897	314.734	85.2589	62.7347	42.8447	5.8544	62.6043	11.0821	78.4009	93.4972	65.0849	70.6143	9.51863	84.4368	0.0412027	0.00178052	0.00686051	0.271484	0.0384975	0.526339	0.107444	0.0766324	0.0012172	0.564766	0.00165124	0.20765	0.00491742	7.88213	4.41909	5.30348	6.41621	2.21973	8.08976	2.2961	9.04217	5.37118	2.38223	4.69634	6.22983	1.01624	4.70688	0.0402465	0.0041405	0.0068881	0.685513	0.683659	0.737445	0.0549283	8.66626	2.68066
0.0413899	299.471	66.8301	29.7001	99.8598	16.3765	29.1909	58.3648	46.7335	56.6416	77.0045	19.1014	33.6101	39.3959	0.113803	0.00385616	0.00159774	0.00387084	0.202696	0.0651672	0.0132215	0.0536799	0.00280587	0.520466	0.00335544	0.00125675	0.00282139	9.08996	4.02998	7.35597	3.88246	9.97963	9.09283	5.45646	4.50744	6.60401	8.752	5.67476	5.14583	6.83515	2.16903	0.0568497	0.00218462	0.0800531	0.158239	0.00110899	0.0256342	0.0369254	685.009	111.871
